     0.00000000     0.46162052     0.00000000     0.00000000	 0.0 	     0.00000000     1.93828292     0.00000000    90.00000000     0.00000000
    -0.02867035     0.46058956     0.00000000     0.00000000	 5.0	    -0.12954762     1.93400776     0.00000000    90.00000000     5.00000000
    -0.05734990     0.45748041     0.00000000     0.00000000    10.00000000	    -0.25911716     1.92112215     0.00000000    90.00000000    10.00000000
    -0.08604005     0.45225348     0.00000000     0.00000000	15.0	    -0.38868741     1.89944508     0.00000000    90.00000000    15.00000000
    -0.11473585     0.44484017     0.00000000     0.00000000    20.00000000	    -0.51821593     1.86867816     0.00000000    90.00000000    20.00000000
    -0.14343025     0.43513725     0.00000000     0.00000000    25.00000000	    -0.64764829     1.82837944     0.00000000    90.00000000    25.00000000
    -0.17210201     0.42301037     0.00000000     0.00000000    30.00000000	    -0.77687489     1.77795990     0.00000000    90.00000000    30.00000000
    -0.20071155     0.40828699     0.00000000     0.00000000    35.00000000	    -0.90570338     1.71665727     0.00000000    90.00000000    35.00000000
    -0.22919947     0.39074226     0.00000000     0.00000000    40.00000000	    -1.03384951     1.64351132     0.00000000    90.00000000    40.00000000
    -0.25745192     0.37011242     0.00000000     0.00000000    45.00000000	    -1.16079851     1.55737935     0.00000000    90.00000000    45.00000000
