     0.00000000     0.45885149     0.00000000     0.00000000	 0.0	     0.00000000     1.99143614     0.00000000    90.00000000     0.00000000
     0.00000283     0.45885149     0.00000000     0.00000000     5.00000000	    -0.00000283     1.99143614     0.00000000    90.00000000     5.00000000
     0.00000141     0.45885008     0.00000000     0.00000000	10.0	    -0.00001980     1.99143614     0.00000000    90.00000000    10.00000000
     0.00000354     0.45884795     0.00000000     0.00000000    15.00000000	    -0.00002333     1.99143685     0.00000000    90.00000000    15.00000000
    -0.00000354     0.45884513     0.00000000     0.00000000	20.0	    -0.00007071     1.99143897     0.00000000    90.00000000    20.00000000
    -0.00007354     0.45884159     0.00000000     0.00000000    25.00000000	    -0.00038467     1.99144038     0.00000000    90.00000000    25.00000000
    -0.00024254     0.45883805     0.00000000     0.00000000	30.0	    -0.00113420     1.99144038     0.00000000    90.00000000    30.00000000
    -0.00021496     0.45883311     0.00000000     0.00000000	35.0	    -0.00102106     1.99144321     0.00000000    90.00000000    35.00000000
    -0.00060033     0.45882674     0.00000000     0.00000000	40.0	    -0.00270539     1.99144321     0.00000000    90.00000000    40.00000000
    -0.00054801     0.45882108     0.00000000     0.00000000    45.00000000	    -0.00249467     1.99144604     0.00000000    90.00000000    45.00000000
