    -0.08941931     0.00000000     0.00000000     0.00000000	 0.0	    -0.13231524     0.00000000     0.00000000    90.00000000     0.00000000
    -0.08927789    -0.00026587     0.00000000     0.00000000     5.00000000	    -0.13202391    -0.00496389     0.00000000    90.00000000     5.00000000
    -0.08885150    -0.00051265     0.00000000     0.00000000	10.0	    -0.13114922    -0.00990727     0.00000000    90.00000000    10.00000000
    -0.08814369    -0.00072266     0.00000000     0.00000000	15.0	    -0.12970106    -0.01476368     0.00000000    90.00000000    15.00000000
    -0.08715515    -0.00087823     0.00000000     0.00000000    20.00000000	    -0.12768439    -0.01950695     0.00000000    90.00000000    20.00000000
    -0.08589014    -0.00096237     0.00000000     0.00000000	25.0	    -0.12511618    -0.02408901     0.00000000    90.00000000    25.00000000
    -0.08435006    -0.00095672     0.00000000     0.00000000    30.00000000	    -0.12201128    -0.02848085     0.00000000    90.00000000    30.00000000
    -0.08254199    -0.00084570     0.00000000     0.00000000	35.0	    -0.11839372    -0.03263863     0.00000000    90.00000000    35.00000000
    -0.08046804    -0.00061023     0.00000000     0.00000000    40.00000000	    -0.11428260    -0.03655318     0.00000000    90.00000000    40.00000000
    -0.07812964    -0.00023335     0.00000000     0.00000000	45.0	    -0.10970620    -0.04019478     0.00000000    90.00000000    45.00000000
