     0.00000000     0.45909332     0.00000000     0.00000000	 0.0	     0.00000000     1.99132300     0.00000000    90.00000000     0.00000000
    -0.00098429     0.45909049     0.00000000     0.00000000	 5.0	    -0.00432679     1.99131947     0.00000000    90.00000000     5.00000000
    -0.00295924     0.45907847     0.00000000     0.00000000    10.00000000	    -0.01296975     1.99128341     0.00000000    90.00000000    10.00000000
    -0.00481186     0.45905584     0.00000000     0.00000000	15.0	    -0.02108168     1.99121694     0.00000000    90.00000000    15.00000000
    -0.00648488     0.45902615     0.00000000     0.00000000    20.00000000	    -0.02840589     1.99113067     0.00000000    90.00000000    20.00000000
    -0.00809496     0.45898867     0.00000000     0.00000000    25.00000000	    -0.03545928     1.99102248     0.00000000    90.00000000    25.00000000
    -0.00958200     0.45894695     0.00000000     0.00000000	30.0	    -0.04196962     1.99090298     0.00000000    90.00000000    30.00000000
    -0.01091349     0.45890099     0.00000000     0.00000000	35.0	    -0.04780749     1.99077853     0.00000000    90.00000000    35.00000000
    -0.01199324     0.45885644     0.00000000     0.00000000	40.0	    -0.05254086     1.99066822     0.00000000    90.00000000    40.00000000
    -0.01286934     0.45881189     0.00000000     0.00000000    45.00000000	    -0.05638328     1.99057206     0.00000000    90.00000000    45.00000000
