     0.00000000     0.45942566     0.00000000     0.00000000	 0.00	     0.00000000     1.99111087     0.00000000    90.00000000     0.00000000
    -0.00391808     0.45940657     0.00000000     0.00000000     5.00000000	    -0.01715936     1.99103804     0.00000000    90.00000000     5.00000000
    -0.00829436     0.45933939     0.00000000     0.00000000	10.0	    -0.03631276     1.99078560     0.00000000    90.00000000    10.00000000
    -0.01244367     0.45923333     0.00000000     0.00000000	15.0	    -0.05447763     1.99037902     0.00000000    90.00000000    15.00000000
    -0.01664247     0.45908201     0.00000000     0.00000000	20.0	    -0.07285250     1.98980060     0.00000000    90.00000000    20.00000000
    -0.02061428     0.45889745     0.00000000     0.00000000    25.00000000	    -0.09023319     1.98910198     0.00000000    90.00000000    25.00000000
    -0.02435912     0.45868673     0.00000000     0.00000000	30.0	    -0.10662039     1.98830649     0.00000000    90.00000000    30.00000000
    -0.02784374     0.45845622     0.00000000     0.00000000    35.00000000	    -0.12187268     1.98744806     0.00000000    90.00000000    35.00000000
    -0.03106249     0.45821297     0.00000000     0.00000000	40.0	    -0.13595471     1.98655357     0.00000000    90.00000000    40.00000000
    -0.03384001     0.45797680     0.00000000     0.00000000    45.00000000	    -0.14810847     1.98570646     0.00000000    90.00000000    45.00000000
