-25.00000000 -0.02325038 -0.00031656 
-24.97498749 -0.02327680 -0.00031730 
-24.94997499 -0.02330328 -0.00031804 
-24.92496248 -0.02332982 -0.00031880 
-24.89994997 -0.02335642 -0.00031956 
-24.87493747 -0.02338308 -0.00032030 
-24.84992496 -0.02340980 -0.00032106 
-24.82491246 -0.02343660 -0.00032182 
-24.79989995 -0.02346344 -0.00032260 
-24.77488744 -0.02349036 -0.00032336 
-24.74987494 -0.02351734 -0.00032414 
-24.72486243 -0.02354438 -0.00032490 
-24.69984992 -0.02357150 -0.00032568 
-24.67483742 -0.02359868 -0.00032646 
-24.64982491 -0.02362592 -0.00032724 
-24.62481241 -0.02365322 -0.00032802 
-24.59979990 -0.02368058 -0.00032882 
-24.57478739 -0.02370802 -0.00032960 
-24.54977489 -0.02373552 -0.00033040 
-24.52476238 -0.02376310 -0.00033120 
-24.49974987 -0.02379072 -0.00033200 
-24.47473737 -0.02381844 -0.00033280 
-24.44972486 -0.02384620 -0.00033360 
-24.42471236 -0.02387404 -0.00033440 
-24.39969985 -0.02390194 -0.00033522 
-24.37468734 -0.02392990 -0.00033604 
-24.34967484 -0.02395794 -0.00033686 
-24.32466233 -0.02398606 -0.00033768 
-24.29964982 -0.02401422 -0.00033850 
-24.27463732 -0.02404248 -0.00033932 
-24.24962481 -0.02407078 -0.00034016 
-24.22461231 -0.02409916 -0.00034098 
-24.19959980 -0.02412762 -0.00034182 
-24.17458729 -0.02415614 -0.00034266 
-24.14957479 -0.02418474 -0.00034350 
-24.12456228 -0.02421340 -0.00034434 
-24.09954977 -0.02424212 -0.00034520 
-24.07453727 -0.02427092 -0.00034604 
-24.04952476 -0.02429980 -0.00034690 
-24.02451226 -0.02432874 -0.00034776 
-23.99949975 -0.02435776 -0.00034862 
-23.97448724 -0.02438686 -0.00034948 
-23.94947474 -0.02441602 -0.00035036 
-23.92446223 -0.02444526 -0.00035122 
-23.89944972 -0.02447456 -0.00035210 
-23.87443722 -0.02450394 -0.00035298 
-23.84942471 -0.02453338 -0.00035386 
-23.82441221 -0.02456292 -0.00035474 
-23.79939970 -0.02459252 -0.00035562 
-23.77438719 -0.02462218 -0.00035652 
-23.74937469 -0.02465194 -0.00035742 
-23.72436218 -0.02468176 -0.00035832 
-23.69934967 -0.02471166 -0.00035922 
-23.67433717 -0.02474164 -0.00036012 
-23.64932466 -0.02477168 -0.00036102 
-23.62431216 -0.02480180 -0.00036194 
-23.59929965 -0.02483200 -0.00036286 
-23.57428714 -0.02486228 -0.00036378 
-23.54927464 -0.02489264 -0.00036470 
-23.52426213 -0.02492306 -0.00036562 
-23.49924962 -0.02495358 -0.00036656 
-23.47423712 -0.02498416 -0.00036750 
-23.44922461 -0.02501482 -0.00036842 
-23.42421211 -0.02504556 -0.00036936 
-23.39919960 -0.02507638 -0.00037032 
-23.37418709 -0.02510728 -0.00037126 
-23.34917459 -0.02513826 -0.00037222 
-23.32416208 -0.02516932 -0.00037318 
-23.29914957 -0.02520046 -0.00037414 
-23.27413707 -0.02523168 -0.00037510 
-23.24912456 -0.02526298 -0.00037606 
-23.22411206 -0.02529436 -0.00037704 
-23.19909955 -0.02532582 -0.00037800 
-23.17408704 -0.02535736 -0.00037898 
-23.14907454 -0.02538898 -0.00037998 
-23.12406203 -0.02542070 -0.00038096 
-23.09904952 -0.02545248 -0.00038194 
-23.07403702 -0.02548434 -0.00038294 
-23.04902451 -0.02551630 -0.00038394 
-23.02401201 -0.02554834 -0.00038494 
-22.99899950 -0.02558046 -0.00038596 
-22.97398699 -0.02561266 -0.00038696 
-22.94897449 -0.02564496 -0.00038798 
-22.92396198 -0.02567732 -0.00038900 
-22.89894947 -0.02570978 -0.00039002 
-22.87393697 -0.02574232 -0.00039104 
-22.84892446 -0.02577496 -0.00039208 
-22.82391196 -0.02580768 -0.00039312 
-22.79889945 -0.02584048 -0.00039416 
-22.77388694 -0.02587336 -0.00039520 
-22.74887444 -0.02590634 -0.00039624 
-22.72386193 -0.02593940 -0.00039730 
-22.69884942 -0.02597256 -0.00039836 
-22.67383692 -0.02600580 -0.00039942 
-22.64882441 -0.02603912 -0.00040048 
-22.62381191 -0.02607254 -0.00040154 
-22.59879940 -0.02610604 -0.00040262 
-22.57378689 -0.02613964 -0.00040370 
-22.54877439 -0.02617332 -0.00040478 
-22.52376188 -0.02620710 -0.00040588 
-22.49874937 -0.02624098 -0.00040696 
-22.47373687 -0.02627494 -0.00040806 
-22.44872436 -0.02630898 -0.00040916 
-22.42371186 -0.02634312 -0.00041026 
-22.39869935 -0.02637736 -0.00041138 
-22.37368684 -0.02641168 -0.00041250 
-22.34867434 -0.02644610 -0.00041360 
-22.32366183 -0.02648062 -0.00041474 
-22.29864932 -0.02651522 -0.00041586 
-22.27363682 -0.02654992 -0.00041700 
-22.24862431 -0.02658472 -0.00041814 
-22.22361181 -0.02661960 -0.00041928 
-22.19859930 -0.02665460 -0.00042042 
-22.17358679 -0.02668968 -0.00042158 
-22.14857429 -0.02672486 -0.00042274 
-22.12356178 -0.02676012 -0.00042390 
-22.09854927 -0.02679550 -0.00042506 
-22.07353677 -0.02683096 -0.00042624 
-22.04852426 -0.02686654 -0.00042742 
-22.02351176 -0.02690220 -0.00042860 
-21.99849925 -0.02693796 -0.00042978 
-21.97348674 -0.02697382 -0.00043098 
-21.94847424 -0.02700978 -0.00043218 
-21.92346173 -0.02704584 -0.00043338 
-21.89844922 -0.02708200 -0.00043458 
-21.87343672 -0.02711828 -0.00043580 
-21.84842421 -0.02715464 -0.00043702 
-21.82341171 -0.02719110 -0.00043824 
-21.79839920 -0.02722768 -0.00043946 
-21.77338669 -0.02726434 -0.00044070 
-21.74837419 -0.02730112 -0.00044194 
-21.72336168 -0.02733800 -0.00044318 
-21.69834917 -0.02737498 -0.00044444 
-21.67333667 -0.02741206 -0.00044568 
-21.64832416 -0.02744924 -0.00044694 
-21.62331166 -0.02748654 -0.00044822 
-21.59829915 -0.02752394 -0.00044948 
-21.57328664 -0.02756144 -0.00045076 
-21.54827414 -0.02759906 -0.00045204 
-21.52326163 -0.02763678 -0.00045334 
-21.49824912 -0.02767462 -0.00045462 
-21.47323662 -0.02771254 -0.00045592 
-21.44822411 -0.02775060 -0.00045724 
-21.42321161 -0.02778874 -0.00045854 
-21.39819910 -0.02782700 -0.00045986 
-21.37318659 -0.02786538 -0.00046118 
-21.34817409 -0.02790386 -0.00046252 
-21.32316158 -0.02794246 -0.00046384 
-21.29814907 -0.02798116 -0.00046518 
-21.27313657 -0.02801998 -0.00046654 
-21.24812406 -0.02805890 -0.00046788 
-21.22311156 -0.02809794 -0.00046924 
-21.19809905 -0.02813710 -0.00047060 
-21.17308654 -0.02817638 -0.00047198 
-21.14807404 -0.02821576 -0.00047336 
-21.12306153 -0.02825526 -0.00047474 
-21.09804902 -0.02829488 -0.00047612 
-21.07303652 -0.02833460 -0.00047752 
-21.04802401 -0.02837444 -0.00047892 
-21.02301151 -0.02841442 -0.00048032 
-20.99799900 -0.02845450 -0.00048174 
-20.97298649 -0.02849470 -0.00048316 
-20.94797399 -0.02853500 -0.00048460 
-20.92296148 -0.02857544 -0.00048602 
-20.89794897 -0.02861600 -0.00048746 
-20.87293647 -0.02865668 -0.00048892 
-20.84792396 -0.02869748 -0.00049036 
-20.82291146 -0.02873840 -0.00049182 
-20.79789895 -0.02877944 -0.00049330 
-20.77288644 -0.02882060 -0.00049476 
-20.74787394 -0.02886188 -0.00049624 
-20.72286143 -0.02890328 -0.00049774 
-20.69784892 -0.02894482 -0.00049922 
-20.67283642 -0.02898648 -0.00050072 
-20.64782391 -0.02902826 -0.00050224 
-20.62281141 -0.02907018 -0.00050374 
-20.59779890 -0.02911220 -0.00050526 
-20.57278639 -0.02915436 -0.00050680 
-20.54777389 -0.02919666 -0.00050834 
-20.52276138 -0.02923908 -0.00050988 
-20.49774887 -0.02928162 -0.00051142 
-20.47273637 -0.02932430 -0.00051298 
-20.44772386 -0.02936710 -0.00051454 
-20.42271136 -0.02941004 -0.00051612 
-20.39769885 -0.02945310 -0.00051770 
-20.37268634 -0.02949630 -0.00051928 
-20.34767384 -0.02953964 -0.00052088 
-20.32266133 -0.02958310 -0.00052248 
-20.29764882 -0.02962670 -0.00052408 
-20.27263632 -0.02967044 -0.00052570 
-20.24762381 -0.02971430 -0.00052734 
-20.22261131 -0.02975830 -0.00052896 
-20.19759880 -0.02980244 -0.00053060 
-20.17258629 -0.02984672 -0.00053226 
-20.14757379 -0.02989114 -0.00053390 
-20.12256128 -0.02993568 -0.00053558 
-20.09754877 -0.02998038 -0.00053724 
-20.07253627 -0.03002520 -0.00053892 
-20.04752376 -0.03007018 -0.00054060 
-20.02251126 -0.03011530 -0.00054230 
-19.99749875 -0.03016054 -0.00054400 
-19.97248624 -0.03020594 -0.00054572 
-19.94747374 -0.03025148 -0.00054744 
-19.92246123 -0.03029716 -0.00054918 
-19.89744872 -0.03034298 -0.00055090 
-19.87243622 -0.03038896 -0.00055266 
-19.84742371 -0.03043508 -0.00055440 
-19.82241121 -0.03048134 -0.00055618 
-19.79739870 -0.03052774 -0.00055794 
-19.77238619 -0.03057430 -0.00055972 
-19.74737369 -0.03062100 -0.00056152 
-19.72236118 -0.03066786 -0.00056330 
-19.69734867 -0.03071488 -0.00056512 
-19.67233617 -0.03076202 -0.00056694 
-19.64732366 -0.03080934 -0.00056876 
-19.62231116 -0.03085680 -0.00057058 
-19.59729865 -0.03090440 -0.00057244 
-19.57228614 -0.03095218 -0.00057428 
-19.54727364 -0.03100010 -0.00057614 
-19.52226113 -0.03104818 -0.00057802 
-19.49724862 -0.03109640 -0.00057990 
-19.47223612 -0.03114480 -0.00058178 
-19.44722361 -0.03119334 -0.00058368 
-19.42221111 -0.03124204 -0.00058558 
-19.39719860 -0.03129092 -0.00058750 
-19.37218609 -0.03133994 -0.00058944 
-19.34717359 -0.03138912 -0.00059136 
-19.32216108 -0.03143848 -0.00059332 
-19.29714857 -0.03148798 -0.00059528 
-19.27213607 -0.03153766 -0.00059724 
-19.24712356 -0.03158750 -0.00059922 
-19.22211106 -0.03163750 -0.00060120 
-19.19709855 -0.03168766 -0.00060320 
-19.17208604 -0.03173800 -0.00060520 
-19.14707354 -0.03178850 -0.00060722 
-19.12206103 -0.03183916 -0.00060924 
-19.09704852 -0.03189000 -0.00061128 
-19.07203602 -0.03194102 -0.00061334 
-19.04702351 -0.03199220 -0.00061540 
-19.02201101 -0.03204354 -0.00061746 
-18.99699850 -0.03209508 -0.00061954 
-18.97198599 -0.03214676 -0.00062164 
-18.94697349 -0.03219864 -0.00062374 
-18.92196098 -0.03225070 -0.00062584 
-18.89694847 -0.03230292 -0.00062798 
-18.87193597 -0.03235532 -0.00063010 
-18.84692346 -0.03240790 -0.00063226 
-18.82191096 -0.03246066 -0.00063442 
-18.79689845 -0.03251360 -0.00063658 
-18.77188594 -0.03256672 -0.00063876 
-18.74687344 -0.03262002 -0.00064096 
-18.72186093 -0.03267350 -0.00064316 
-18.69684842 -0.03272716 -0.00064536 
-18.67183592 -0.03278102 -0.00064760 
-18.64682341 -0.03283506 -0.00064984 
-18.62181091 -0.03288928 -0.00065208 
-18.59679840 -0.03294370 -0.00065434 
-18.57178589 -0.03299830 -0.00065662 
-18.54677339 -0.03305310 -0.00065890 
-18.52176088 -0.03310808 -0.00066120 
-18.49674837 -0.03316326 -0.00066352 
-18.47173587 -0.03321862 -0.00066584 
-18.44672336 -0.03327418 -0.00066818 
-18.42171086 -0.03332994 -0.00067052 
-18.39669835 -0.03338590 -0.00067288 
-18.37168584 -0.03344204 -0.00067526 
-18.34667334 -0.03349838 -0.00067764 
-18.32166083 -0.03355494 -0.00068004 
-18.29664832 -0.03361168 -0.00068246 
-18.27163582 -0.03366862 -0.00068488 
-18.24662331 -0.03372578 -0.00068732 
-18.22161081 -0.03378314 -0.00068978 
-18.19659830 -0.03384070 -0.00069224 
-18.17158579 -0.03389846 -0.00069472 
-18.14657329 -0.03395642 -0.00069722 
-18.12156078 -0.03401460 -0.00069972 
-18.09654827 -0.03407300 -0.00070224 
-18.07153577 -0.03413160 -0.00070478 
-18.04652326 -0.03419040 -0.00070732 
-18.02151076 -0.03424942 -0.00070990 
-17.99649825 -0.03430866 -0.00071246 
-17.97148574 -0.03436812 -0.00071506 
-17.94647324 -0.03442778 -0.00071766 
-17.92146073 -0.03448768 -0.00072028 
-17.89644822 -0.03454778 -0.00072292 
-17.87143572 -0.03460810 -0.00072558 
-17.84642321 -0.03466864 -0.00072824 
-17.82141071 -0.03472942 -0.00073092 
-17.79639820 -0.03479040 -0.00073362 
-17.77138569 -0.03485162 -0.00073632 
-17.74637319 -0.03491306 -0.00073906 
-17.72136068 -0.03497474 -0.00074180 
-17.69634817 -0.03503664 -0.00074456 
-17.67133567 -0.03509876 -0.00074732 
-17.64632316 -0.03516112 -0.00075012 
-17.62131066 -0.03522372 -0.00075292 
-17.59629815 -0.03528656 -0.00075574 
-17.57128564 -0.03534962 -0.00075858 
-17.54627314 -0.03541292 -0.00076144 
-17.52126063 -0.03547646 -0.00076430 
-17.49624812 -0.03554024 -0.00076720 
-17.47123562 -0.03560424 -0.00077010 
-17.44622311 -0.03566850 -0.00077302 
-17.42121061 -0.03573302 -0.00077596 
-17.39619810 -0.03579776 -0.00077892 
-17.37118559 -0.03586276 -0.00078188 
-17.34617309 -0.03592800 -0.00078488 
-17.32116058 -0.03599350 -0.00078788 
-17.29614807 -0.03605924 -0.00079092 
-17.27113557 -0.03612524 -0.00079396 
-17.24612306 -0.03619150 -0.00079702 
-17.22111056 -0.03625800 -0.00080010 
-17.19609805 -0.03632476 -0.00080320 
-17.17108554 -0.03639178 -0.00080632 
-17.14607304 -0.03645906 -0.00080944 
-17.12106053 -0.03652662 -0.00081260 
-17.09604802 -0.03659442 -0.00081578 
-17.07103552 -0.03666250 -0.00081896 
-17.04602301 -0.03673082 -0.00082218 
-17.02101051 -0.03679944 -0.00082540 
-16.99599800 -0.03686830 -0.00082866 
-16.97098549 -0.03693746 -0.00083192 
-16.94597299 -0.03700688 -0.00083522 
-16.92096048 -0.03707656 -0.00083852 
-16.89594797 -0.03714654 -0.00084186 
-16.87093547 -0.03721678 -0.00084520 
-16.84592296 -0.03728732 -0.00084858 
-16.82091046 -0.03735812 -0.00085196 
-16.79589795 -0.03742922 -0.00085538 
-16.77088544 -0.03750058 -0.00085882 
-16.74587294 -0.03757226 -0.00086226 
-16.72086043 -0.03764420 -0.00086574 
-16.69584792 -0.03771644 -0.00086924 
-16.67083542 -0.03778898 -0.00087276 
-16.64582291 -0.03786180 -0.00087630 
-16.62081041 -0.03793492 -0.00087986 
-16.59579790 -0.03800834 -0.00088346 
-16.57078539 -0.03808206 -0.00088706 
-16.54577289 -0.03815608 -0.00089070 
