     0.00000000     0.34773107     0.00000000     0.00000000     0.00000000	     0.00000000     1.99172606     0.00000000    90.00000000     0.00000000
    -0.01587313     0.34734782     0.00000000     0.00000000	 **********	    -0.09299373     1.98956160     0.00000000    90.00000000     5.00000000
    -0.03182829     0.34618675     0.00000000     0.00000000	 **********	    -0.18645062     1.98301096     0.00000000    90.00000000    10.00000000
    -0.04787113     0.34422807     0.00000000     0.00000000     0.00000000	    -0.28040461     1.97196101     0.00000000    90.00000000    15.00000000
    -0.06401721     0.34144489     0.00000000     0.00000000    -0.00000000	    -0.37493771     1.95624344     0.00000000    90.00000000    20.00000000
    -0.08029622     0.33779622     0.00000000     0.00000000    -0.00000000	    -0.47020550     1.93562491     0.00000000    90.00000000    25.00000000
    -0.09677251     0.33321629     0.00000000     0.00000000	 **********	    -0.56657992     1.90972500     0.00000000    90.00000000    30.00000000
    -0.11351822     0.32761318     0.00000000     0.00000000	 **********	    -0.66447390     1.87800349     0.00000000    90.00000000    35.00000000
    -0.13059697     0.32086809     0.00000000     0.00000000	 **********	    -0.76424737     1.83976952     0.00000000    90.00000000    40.00000000
    -0.14810422     0.31280636     0.00000000     0.00000000    -0.00000000	    -0.86645259     1.79402253     0.00000000    90.00000000    45.00000000
