    -0.12623129     0.00000000     0.00000000     0.00000000	 **********	    -0.33236140     0.00000000     0.00000000    90.00000000     0.00000000
    -0.12585935    -0.00429355     0.00000000     0.00000000	 **********	    -0.33141176    -0.02278227     0.00000000    90.00000000     5.00000000
    -0.12474212    -0.00855175     0.00000000     0.00000000     0.00000000	    -0.32856212    -0.04549596     0.00000000    90.00000000    10.00000000
    -0.12287748    -0.01274277     0.00000000     0.00000000     0.00000000	    -0.32380612    -0.06805408     0.00000000    90.00000000    15.00000000
    -0.12026543    -0.01683126     0.00000000     0.00000000	 **********	    -0.31713668    -0.09037602     0.00000000    90.00000000    20.00000000
    -0.11689819    -0.02078540     0.00000000     0.00000000	 **********	    -0.30853544    -0.11238967     0.00000000    90.00000000    25.00000000
    -0.11277222    -0.02457762     0.00000000     0.00000000	 **********	    -0.29798328    -0.13401229     0.00000000    90.00000000    30.00000000
    -0.10787550    -0.02818033     0.00000000     0.00000000     0.00000000	    -0.28543992    -0.15517246     0.00000000    90.00000000    35.00000000
    -0.10219531    -0.03156808     0.00000000     0.00000000	 **********	    -0.27085937    -0.17578038     0.00000000    90.00000000    40.00000000
    -0.09571185    -0.03471824     0.00000000     0.00000000     0.00000000	    -0.25416953    -0.19574413     0.00000000    90.00000000    45.00000000
