    -0.04193992     0.00000000     0.00000000     0.00000000    -0.00000000	    -0.02366404     0.00000000     0.00000000    90.00000000     0.00000000
    -0.04192860    -0.00006364     0.00000000     0.00000000	 **********	    -0.02362514    -0.00002192     0.00000000    90.00000000     5.00000000
    -0.04189537    -0.00002616     0.00000000     0.00000000	 **********	    -0.02351059    -0.00011384     0.00000000    90.00000000    10.00000000
    -0.04184234     0.00000707     0.00000000     0.00000000	 **********	    -0.02332180    -0.00020082     0.00000000    90.00000000    15.00000000
    -0.04176738     0.00004950     0.00000000     0.00000000	 **********	    -0.02306087    -0.00028921     0.00000000    90.00000000    20.00000000
    -0.04167051     0.00006010     0.00000000     0.00000000	 **********	    -0.02272500    -0.00035072     0.00000000    90.00000000    25.00000000
    -0.04155596     0.00005869     0.00000000     0.00000000	 **********	    -0.02231770    -0.00039739     0.00000000    90.00000000    30.00000000
    -0.04142161     0.00002333     0.00000000     0.00000000	 **********	    -0.02183829    -0.00041719     0.00000000    90.00000000    35.00000000
    -0.04126817    -0.00001838     0.00000000     0.00000000     0.00000000	    -0.02129028    -0.00042639     0.00000000    90.00000000    40.00000000
    -0.04109775    -0.00012233     0.00000000     0.00000000    -0.00000000	    -0.02066944    -0.00039244     0.00000000    90.00000000    45.00000000
