    -0.03988931     0.00000000     0.00000000     0.00000000     0.00000000	    -0.01619133     0.00000000     0.00000000    90.00000000     0.00000000
    -0.03988719    -0.00002899     0.00000000     0.00000000     0.00000000	    -0.01618002     0.00000000     0.00000000    90.00000000     5.00000000
    -0.03987729    -0.00005586     0.00000000     0.00000000     0.00000000	    -0.01614254     0.00000071     0.00000000    90.00000000    10.00000000
    -0.03986032    -0.00008415     0.00000000     0.00000000     0.00000000	    -0.01608244    -0.00000000     0.00000000    90.00000000    15.00000000
    -0.03983769    -0.00011243     0.00000000     0.00000000	 **********	    -0.01599900     0.00000000     0.00000000    90.00000000    20.00000000
    -0.03980799    -0.00013789     0.00000000     0.00000000	 **********	    -0.01589152     0.00000000     0.00000000    90.00000000    25.00000000
    -0.03977264    -0.00016334     0.00000000     0.00000000	 **********	    -0.01576282    -0.00000000     0.00000000    90.00000000    30.00000000
    -0.03973162    -0.00018738     0.00000000     0.00000000     0.00000000	    -0.01561292     0.00000000     0.00000000    90.00000000    35.00000000
    -0.03968495    -0.00021001     0.00000000     0.00000000	 **********	    -0.01544180    -0.00000000     0.00000000    90.00000000    40.00000000
    -0.03963263    -0.00025102     0.00000000     0.00000000	 **********	    -0.01525159     0.00000778     0.00000000    90.00000000    45.00000000
