-24.89994997 -0.00109196 -0.00001808 	-24.89994997 -0.00036049 -0.00000518	-24.89994997 -0.00058382 -0.00000912 	-24.89994997 -0.00162818 -0.00002756 
-11.49324662 -0.00369894 -0.00018398 	-11.49324662 -0.00105356 -0.00004747	-11.49324662 -0.00186094 -0.00008912 	-11.49324662 -0.00563656 -0.00028390 
-11.46823412 -0.00371427 -0.00018542 	-11.46823412 -0.00105753 -0.00004783	-11.46823412 -0.00186838 -0.00008982 	-11.46823412 -0.00566024 -0.00028616 
-11.44322161 -0.00372972 -0.00018689 	-11.44322161 -0.00106151 -0.00004823	-11.44322161 -0.00187586 -0.00009054 	-11.44322161 -0.00568406 -0.00028842 
-11.41820910 -0.00374529 -0.00018837 	-11.41820910 -0.00106552 -0.00004858	-11.41820910 -0.00188340 -0.00009124 	-11.41820910 -0.00570812 -0.00029072 
-11.39319660 -0.00376100 -0.00018988 	-11.39319660 -0.00106960 -0.00004899	-11.39319660 -0.00189102 -0.00009198 	-11.39319660 -0.00573232 -0.00029304 
-11.36818409 -0.00377682 -0.00019141 	-11.36818409 -0.00107365 -0.00004935	-11.36818409 -0.00189866 -0.00009270 	-11.36818409 -0.00575674 -0.00029540 
-11.34317159 -0.00379277 -0.00019295 	-11.34317159 -0.00107777 -0.00004977	-11.34317159 -0.00190640 -0.00009346 	-11.34317159 -0.00578138 -0.00029776 
-11.31815908 -0.00380885 -0.00019450 	-11.31815908 -0.00108191 -0.00005015	-11.31815908 -0.00191418 -0.00009420 	-11.31815908 -0.00580620 -0.00030018 
-11.29314657 -0.00382504 -0.00019608 	-11.29314657 -0.00108608 -0.00005055	-11.29314657 -0.00192202 -0.00009496 	-11.29314657 -0.00583120 -0.00030262 
-11.26813407 -0.00384139 -0.00019768 	-11.26813407 -0.00109033 -0.00005097	-11.26813407 -0.00192996 -0.00009574 	-11.26813407 -0.00585640 -0.00030508 
-11.24312156 -0.00385787 -0.00019929 	-11.24312156 -0.00109455 -0.00005136	-11.24312156 -0.00193792 -0.00009650 	-11.24312156 -0.00588184 -0.00030758 
-11.21810905 -0.00387447 -0.00020092 	-11.21810905 -0.00109883 -0.00005177	-11.21810905 -0.00194596 -0.00009728 	-11.21810905 -0.00590746 -0.00031010 
-11.19309655 -0.00389121 -0.00020259 	-11.19309655 -0.00110316 -0.00005222	-11.19309655 -0.00195408 -0.00009810 	-11.19309655 -0.00593330 -0.00031266 
-11.16808404 -0.00390809 -0.00020427 	-11.16808404 -0.00110749 -0.00005263	-11.16808404 -0.00196224 -0.00009890 	-11.16808404 -0.00595936 -0.00031526 
-11.14307154 -0.00392511 -0.00020595 	-11.14307154 -0.00111188 -0.00005307	-11.14307154 -0.00197048 -0.00009972 	-11.14307154 -0.00598562 -0.00031788 
-11.11805903 -0.00394227 -0.00020767 	-11.11805903 -0.00111632 -0.00005350	-11.11805903 -0.00197880 -0.00010054 	-11.11805903 -0.00601208 -0.00032052 
-11.09304652 -0.00395956 -0.00020939 	-11.09304652 -0.00112076 -0.00005395	-11.09304652 -0.00198716 -0.00010138 	-11.09304652 -0.00603880 -0.00032320 
-11.06803402 -0.00397700 -0.00021117 	-11.06803402 -0.00112526 -0.00005438	-11.06803402 -0.00199562 -0.00010222 	-11.06803402 -0.00606574 -0.00032592 
-11.04302151 -0.00399460 -0.00021294 	-11.04302151 -0.00112980 -0.00005486	-11.04302151 -0.00200414 -0.00010310 	-11.04302151 -0.00609288 -0.00032868 
-11.01800900 -0.00401234 -0.00021474 	-11.01800900 -0.00113437 -0.00005531	-11.01800900 -0.00201272 -0.00010396 	-11.01800900 -0.00612024 -0.00033146 
-10.99299650 -0.00403023 -0.00021657 	-10.99299650 -0.00113897 -0.00005578	-10.99299650 -0.00202138 -0.00010484 	-10.99299650 -0.00614788 -0.00033428 
-10.96798399 -0.00404826 -0.00021842 	-10.96798399 -0.00114360 -0.00005626	-10.96798399 -0.00203010 -0.00010574 	-10.96798399 -0.00617572 -0.00033712 
-10.94297149 -0.00406646 -0.00022029 	-10.94297149 -0.00114831 -0.00005673	-10.94297149 -0.00203892 -0.00010664 	-10.94297149 -0.00620378 -0.00034002 
-10.91795898 -0.00408481 -0.00022218 	-10.91795898 -0.00115302 -0.00005722	-10.91795898 -0.00204780 -0.00010756 	-10.91795898 -0.00623212 -0.00034296 
-10.89294647 -0.00410332 -0.00022409 	-10.89294647 -0.00115779 -0.00005768	-10.89294647 -0.00205676 -0.00010846 	-10.89294647 -0.00626068 -0.00034592 
-10.86793397 -0.00412198 -0.00022604 	-10.86793397 -0.00116260 -0.00005821	-10.86793397 -0.00206580 -0.00010942 	-10.86793397 -0.00628950 -0.00034892 
-10.84292146 -0.00414080 -0.00022801 	-10.84292146 -0.00116743 -0.00005869	-10.84292146 -0.00207490 -0.00011036 	-10.84292146 -0.00631856 -0.00035198 
-10.81790895 -0.00415980 -0.00023001 	-10.81790895 -0.00117233 -0.00005920	-10.81790895 -0.00208410 -0.00011132 	-10.81790895 -0.00634788 -0.00035506 
-10.79289645 -0.00417896 -0.00023204 	-10.79289645 -0.00117725 -0.00005973	-10.79289645 -0.00209336 -0.00011230 	-10.79289645 -0.00637744 -0.00035816 
-10.76788394 -0.00419829 -0.00023407 	-10.76788394 -0.00118223 -0.00006023	-10.76788394 -0.00210272 -0.00011328 	-10.76788394 -0.00640728 -0.00036134 
-10.74287144 -0.00421778 -0.00023614 	-10.74287144 -0.00118726 -0.00006077	-10.74287144 -0.00211216 -0.00011428 	-10.74287144 -0.00643736 -0.00036452 
-10.71785893 -0.00423745 -0.00023825 	-10.71785893 -0.00119230 -0.00006131	-10.71785893 -0.00212166 -0.00011530 	-10.71785893 -0.00646772 -0.00036778 
-10.69284642 -0.00425729 -0.00024037 	-10.69284642 -0.00119743 -0.00006187	-10.69284642 -0.00213128 -0.00011634 	-10.69284642 -0.00649834 -0.00037106 
-10.66783392 -0.00427730 -0.00024254 	-10.66783392 -0.00120259 -0.00006242	-10.66783392 -0.00214098 -0.00011738 	-10.66783392 -0.00652926 -0.00037440 
-10.64282141 -0.00429749 -0.00024471 	-10.64282141 -0.00120777 -0.00006296	-10.64282141 -0.00215074 -0.00011842 	-10.64282141 -0.00656044 -0.00037776 
-10.61780890 -0.00431787 -0.00024692 	-10.61780890 -0.00121301 -0.00006354	-10.61780890 -0.00216060 -0.00011950 	-10.61780890 -0.00659188 -0.00038118 
-10.59279640 -0.00433844 -0.00024917 	-10.59279640 -0.00121829 -0.00006411	-10.59279640 -0.00217054 -0.00012058 	-10.59279640 -0.00662364 -0.00038464 
-10.56778389 -0.00435918 -0.00025145 	-10.56778389 -0.00122363 -0.00006470	-10.56778389 -0.00218058 -0.00012168 	-10.56778389 -0.00665566 -0.00038816 
-10.54277139 -0.00438011 -0.00025375 	-10.54277139 -0.00122900 -0.00006527	-10.54277139 -0.00219070 -0.00012278 	-10.54277139 -0.00668796 -0.00039170 
-10.51775888 -0.00440125 -0.00025608 	-10.51775888 -0.00123445 -0.00006588	-10.51775888 -0.00220094 -0.00012392 	-10.51775888 -0.00672060 -0.00039532 
-10.49274637 -0.00442256 -0.00025845 	-10.49274637 -0.00123992 -0.00006648	-10.49274637 -0.00221124 -0.00012506 	-10.49274637 -0.00675350 -0.00039898 
-10.46773387 -0.00444408 -0.00026086 	-10.46773387 -0.00124547 -0.00006710	-10.46773387 -0.00222166 -0.00012622 	-10.46773387 -0.00678672 -0.00040268 
-10.44272136 -0.00446579 -0.00026328 	-10.44272136 -0.00125107 -0.00006773	-10.44272136 -0.00223218 -0.00012740 	-10.44272136 -0.00682024 -0.00040644 
-10.41770885 -0.00448771 -0.00026575 	-10.41770885 -0.00125670 -0.00006835	-10.41770885 -0.00224278 -0.00012858 	-10.41770885 -0.00685408 -0.00041024 
-10.39269635 -0.00450983 -0.00026824 	-10.39269635 -0.00126239 -0.00006898	-10.39269635 -0.00225348 -0.00012978 	-10.39269635 -0.00688822 -0.00041412 
-10.36768384 -0.00453216 -0.00027078 	-10.36768384 -0.00126815 -0.00006962	-10.36768384 -0.00226430 -0.00013100 	-10.36768384 -0.00692270 -0.00041804 
-10.34267134 -0.00455470 -0.00027335 	-10.34267134 -0.00127391 -0.00007030	-10.34267134 -0.00227518 -0.00013226 	-10.34267134 -0.00695750 -0.00042200 
-10.31765883 -0.00457745 -0.00027597 	-10.31765883 -0.00127978 -0.00007097	-10.31765883 -0.00228620 -0.00013352 	-10.31765883 -0.00699262 -0.00042602 
-10.29264632 -0.00460043 -0.00027861 	-10.29264632 -0.00128567 -0.00007165	-10.29264632 -0.00229730 -0.00013480 	-10.29264632 -0.00702808 -0.00043010 
-10.26763382 -0.00462363 -0.00028129 	-10.26763382 -0.00129166 -0.00007232	-10.26763382 -0.00230854 -0.00013608 	-10.26763382 -0.00706388 -0.00043424 
-10.24262131 -0.00464702 -0.00028400 	-10.24262131 -0.00129767 -0.00007303	-10.24262131 -0.00231986 -0.00013740 	-10.24262131 -0.00710002 -0.00043844 
-10.21760880 -0.00467067 -0.00028676 	-10.21760880 -0.00130373 -0.00007374	-10.21760880 -0.00233128 -0.00013874 	-10.21760880 -0.00713650 -0.00044270 
-10.19259630 -0.00469453 -0.00028956 	-10.19259630 -0.00130988 -0.00007447	-10.19259630 -0.00234284 -0.00014010 	-10.19259630 -0.00717336 -0.00044702 
-10.16758379 -0.00471863 -0.00029239 	-10.16758379 -0.00131608 -0.00007518	-10.16758379 -0.00235450 -0.00014146 	-10.16758379 -0.00721056 -0.00045142 
-10.14257129 -0.00474296 -0.00029528 	-10.14257129 -0.00132232 -0.00007593	-10.14257129 -0.00236626 -0.00014286 	-10.14257129 -0.00724812 -0.00045584 
-10.11755878 -0.00476753 -0.00029821 	-10.11755878 -0.00132863 -0.00007667	-10.11755878 -0.00237814 -0.00014426 	-10.11755878 -0.00728604 -0.00046036 
-10.09254627 -0.00479234 -0.00030117 	-10.09254627 -0.00133501 -0.00007743	-10.09254627 -0.00239014 -0.00014570 	-10.09254627 -0.00732436 -0.00046494 
-10.06753377 -0.00481739 -0.00030417 	-10.06753377 -0.00134145 -0.00007821	-10.06753377 -0.00240226 -0.00014716 	-10.06753377 -0.00736304 -0.00046958 
-10.04252126 -0.00484270 -0.00030723 	-10.04252126 -0.00134797 -0.00007898	-10.04252126 -0.00241452 -0.00014862 	-10.04252126 -0.00740210 -0.00047430 
-10.01750875 -0.00486825 -0.00031032 	-10.01750875 -0.00135456 -0.00007978	-10.01750875 -0.00242690 -0.00015012 	-10.01750875 -0.00744158 -0.00047908 
 -9.99249625 -0.00489407 -0.00031346 	 -9.99249625 -0.00136119 -0.00008058	 -9.99249625 -0.00243938 -0.00015164 	 -9.99249625 -0.00748142 -0.00048394 
 -9.96748374 -0.00492015 -0.00031665 	 -9.96748374 -0.00136787 -0.00008140	 -9.96748374 -0.00245198 -0.00015318 	 -9.96748374 -0.00752170 -0.00048886 
 -9.94247124 -0.00494650 -0.00031989 	 -9.94247124 -0.00137464 -0.00008225	 -9.94247124 -0.00246472 -0.00015476 	 -9.94247124 -0.00756234 -0.00049386 
 -9.91745873 -0.00497311 -0.00032319 	 -9.91745873 -0.00138152 -0.00008308	 -9.91745873 -0.00247762 -0.00015634 	 -9.91745873 -0.00760342 -0.00049894 
 -9.89244622 -0.00499999 -0.00032651 	 -9.89244622 -0.00138842 -0.00008395	 -9.89244622 -0.00249062 -0.00015796 	 -9.89244622 -0.00764492 -0.00050408 
 -9.86743372 -0.00502713 -0.00032991 	 -9.86743372 -0.00139540 -0.00008484	 -9.86743372 -0.00250376 -0.00015962 	 -9.86743372 -0.00768686 -0.00050932 
 -9.84242121 -0.00505458 -0.00033335 	 -9.84242121 -0.00140244 -0.00008569	 -9.84242121 -0.00251702 -0.00016126 	 -9.84242121 -0.00772922 -0.00051464 
 -9.81740870 -0.00508230 -0.00033684 	 -9.81740870 -0.00140958 -0.00008663	 -9.81740870 -0.00253044 -0.00016298 	 -9.81740870 -0.00777202 -0.00052002 
 -9.79239620 -0.00511032 -0.00034040 	 -9.79239620 -0.00141677 -0.00008752	 -9.79239620 -0.00254398 -0.00016468 	 -9.79239620 -0.00781526 -0.00052550 
 -9.76738369 -0.00513862 -0.00034400 	 -9.76738369 -0.00142403 -0.00008845	 -9.76738369 -0.00255766 -0.00016642 	 -9.76738369 -0.00785896 -0.00053106 
 -9.74237119 -0.00516722 -0.00034766 	 -9.74237119 -0.00143141 -0.00008940	 -9.74237119 -0.00257152 -0.00016820 	 -9.74237119 -0.00790312 -0.00053672 
 -9.71735868 -0.00519613 -0.00035139 	 -9.71735868 -0.00143884 -0.00009033	 -9.71735868 -0.00258550 -0.00016998 	 -9.71735868 -0.00794774 -0.00054246 
 -9.69234617 -0.00522534 -0.00035516 	 -9.69234617 -0.00144636 -0.00009131	 -9.69234617 -0.00259964 -0.00017182 	 -9.69234617 -0.00799284 -0.00054830 
 -9.66733367 -0.00525486 -0.00035899 	 -9.66733367 -0.00145392 -0.00009233	 -9.66733367 -0.00261390 -0.00017370 	 -9.66733367 -0.00803844 -0.00055420 
 -9.64232116 -0.00528471 -0.00036289 	 -9.64232116 -0.00146162 -0.00009330	 -9.64232116 -0.00262836 -0.00017556 	 -9.64232116 -0.00808450 -0.00056022 
 -9.61730865 -0.00531487 -0.00036685 	 -9.61730865 -0.00146935 -0.00009433	 -9.61730865 -0.00264294 -0.00017748 	 -9.61730865 -0.00813108 -0.00056634 
 -9.59229615 -0.00534538 -0.00037088 	 -9.59229615 -0.00147720 -0.00009538	 -9.59229615 -0.00265770 -0.00017944 	 -9.59229615 -0.00817816 -0.00057254 
 -9.56728364 -0.00537620 -0.00037497 	 -9.56728364 -0.00148514 -0.00009646	 -9.56728364 -0.00267262 -0.00018144 	 -9.56728364 -0.00822574 -0.00057886 
 -9.54227114 -0.00540736 -0.00037913 	 -9.54227114 -0.00149315 -0.00009751	 -9.54227114 -0.00268770 -0.00018344 	 -9.54227114 -0.00827386 -0.00058528 
 -9.51725863 -0.00543887 -0.00038335 	 -9.51725863 -0.00150125 -0.00009862	 -9.51725863 -0.00270294 -0.00018550 	 -9.51725863 -0.00832250 -0.00059180 
 -9.49224612 -0.00547072 -0.00038764 	 -9.49224612 -0.00150943 -0.00009970	 -9.49224612 -0.00271834 -0.00018756 	 -9.49224612 -0.00837168 -0.00059844 
 -9.46723362 -0.00550294 -0.00039201 	 -9.46723362 -0.00151771 -0.00010083	 -9.46723362 -0.00273392 -0.00018968 	 -9.46723362 -0.00842140 -0.00060516 
 -9.44222111 -0.00553551 -0.00039644 	 -9.44222111 -0.00152611 -0.00010197	 -9.44222111 -0.00274970 -0.00019182 	 -9.44222111 -0.00847168 -0.00061200 
 -9.41720860 -0.00556844 -0.00040097 	 -9.41720860 -0.00153459 -0.00010315	 -9.41720860 -0.00276564 -0.00019402 	 -9.41720860 -0.00852252 -0.00061896 
 -9.39219610 -0.00560176 -0.00040555 	 -9.39219610 -0.00154316 -0.00010433	 -9.39219610 -0.00278176 -0.00019624 	 -9.39219610 -0.00857394 -0.00062606 
 -9.36718359 -0.00563545 -0.00041022 	 -9.36718359 -0.00155180 -0.00010556	 -9.36718359 -0.00279804 -0.00019852 	 -9.36718359 -0.00862596 -0.00063326 
 -9.34217109 -0.00566953 -0.00041498 	 -9.34217109 -0.00156058 -0.00010678	 -9.34217109 -0.00281454 -0.00020082 	 -9.34217109 -0.00867856 -0.00064058 
 -9.31715858 -0.00570399 -0.00041979 	 -9.31715858 -0.00156945 -0.00010801	 -9.31715858 -0.00283122 -0.00020314 	 -9.31715858 -0.00873176 -0.00064802 
 -9.29214607 -0.00573886 -0.00042471 	 -9.29214607 -0.00157842 -0.00010927	 -9.29214607 -0.00284810 -0.00020552 	 -9.29214607 -0.00878560 -0.00065560 
 -9.26713357 -0.00577413 -0.00042970 	 -9.26713357 -0.00158749 -0.00011059	 -9.26713357 -0.00286516 -0.00020796 	 -9.26713357 -0.00884006 -0.00066330 
 -9.24212106 -0.00580982 -0.00043480 	 -9.24212106 -0.00159666 -0.00011190	 -9.24212106 -0.00288242 -0.00021042 	 -9.24212106 -0.00889514 -0.00067116 
 -9.21710855 -0.00584592 -0.00043997 	 -9.21710855 -0.00160596 -0.00011322	 -9.21710855 -0.00289990 -0.00021292 	 -9.21710855 -0.00895086 -0.00067914 
 -9.19209605 -0.00588244 -0.00044524 	 -9.19209605 -0.00161536 -0.00011460	 -9.19209605 -0.00291758 -0.00021548 	 -9.19209605 -0.00900726 -0.00068724 
 -9.16708354 -0.00591941 -0.00045058 	 -9.16708354 -0.00162489 -0.00011599	 -9.16708354 -0.00293548 -0.00021808 	 -9.16708354 -0.00906432 -0.00069550 
 -9.14207104 -0.00595681 -0.00045605 	 -9.14207104 -0.00163449 -0.00011742	 -9.14207104 -0.00295356 -0.00022074 	 -9.14207104 -0.00912206 -0.00070392 
 -9.11705853 -0.00599468 -0.00046159 	 -9.11705853 -0.00164426 -0.00011886	 -9.11705853 -0.00297190 -0.00022344 	 -9.11705853 -0.00918048 -0.00071248 
 -9.09204602 -0.00603298 -0.00046724 	 -9.09204602 -0.00165409 -0.00012030	 -9.09204602 -0.00299042 -0.00022616 	 -9.09204602 -0.00923962 -0.00072120 
 -9.06703352 -0.00607177 -0.00047300 	 -9.06703352 -0.00166408 -0.00012180	 -9.06703352 -0.00300920 -0.00022896 	 -9.06703352 -0.00929948 -0.00073006 
 -9.04202101 -0.00611102 -0.00047886 	 -9.04202101 -0.00167419 -0.00012332	 -9.04202101 -0.00302820 -0.00023180 	 -9.04202101 -0.00936008 -0.00073910 
 -9.01700850 -0.00615076 -0.00048482 	 -9.01700850 -0.00168443 -0.00012485	 -9.01700850 -0.00304744 -0.00023468 	 -9.01700850 -0.00942140 -0.00074830 
 -8.99199600 -0.00619099 -0.00049089 	 -8.99199600 -0.00169477 -0.00012643	 -8.99199600 -0.00306690 -0.00023764 	 -8.99199600 -0.00948350 -0.00075768 
 -8.96698349 -0.00623171 -0.00049708 	 -8.96698349 -0.00170527 -0.00012806	 -8.96698349 -0.00308662 -0.00024066 	 -8.96698349 -0.00954636 -0.00076722 
 -8.94197099 -0.00627295 -0.00050338 	 -8.94197099 -0.00171589 -0.00012968	 -8.94197099 -0.00310658 -0.00024370 	 -8.94197099 -0.00961000 -0.00077692 
 -8.91695848 -0.00631470 -0.00050981 	 -8.91695848 -0.00172665 -0.00013134	 -8.91695848 -0.00312680 -0.00024682 	 -8.91695848 -0.00967444 -0.00078684 
 -8.89194597 -0.00635699 -0.00051636 	 -8.89194597 -0.00173753 -0.00013307	 -8.89194597 -0.00314726 -0.00025002 	 -8.89194597 -0.00973970 -0.00079694 
 -8.86693347 -0.00639981 -0.00052303 	 -8.86693347 -0.00174857 -0.00013478	 -8.86693347 -0.00316800 -0.00025324 	 -8.86693347 -0.00980580 -0.00080720 
 -8.84192096 -0.00644318 -0.00052982 	 -8.84192096 -0.00175975 -0.00013655	 -8.84192096 -0.00318900 -0.00025654 	 -8.84192096 -0.00987272 -0.00081768 
 -8.81690845 -0.00648711 -0.00053674 	 -8.81690845 -0.00177106 -0.00013837	 -8.81690845 -0.00321026 -0.00025992 	 -8.81690845 -0.00994052 -0.00082834 
 -8.79189595 -0.00653160 -0.00054380 	 -8.79189595 -0.00178254 -0.00014019	 -8.79189595 -0.00323182 -0.00026334 	 -8.79189595 -0.01000920 -0.00083924 
 -8.76688344 -0.00657668 -0.00055100 	 -8.76688344 -0.00179415 -0.00014206	 -8.76688344 -0.00325364 -0.00026684 	 -8.76688344 -0.01007878 -0.00085034 
 -8.74187094 -0.00662235 -0.00055833 	 -8.74187094 -0.00180593 -0.00014397	 -8.74187094 -0.00327576 -0.00027040 	 -8.74187094 -0.01014926 -0.00086164 
 -8.71685843 -0.00666862 -0.00056582 	 -8.71685843 -0.00181785 -0.00014592	 -8.71685843 -0.00329816 -0.00027404 	 -8.71685843 -0.01022068 -0.00087318 
 -8.69184592 -0.00671550 -0.00057345 	 -8.69184592 -0.00182993 -0.00014790	 -8.69184592 -0.00332086 -0.00027774 	 -8.69184592 -0.01029304 -0.00088494 
 -8.66683342 -0.00676301 -0.00058124 	 -8.66683342 -0.00184220 -0.00014995	 -8.66683342 -0.00334388 -0.00028154 	 -8.66683342 -0.01036634 -0.00089692 
 -8.64182091 -0.00681116 -0.00058917 	 -8.64182091 -0.00185461 -0.00015199	 -8.64182091 -0.00336720 -0.00028538 	 -8.64182091 -0.01044066 -0.00090918 
 -8.61680840 -0.00685998 -0.00059726 	 -8.61680840 -0.00186718 -0.00015412	 -8.61680840 -0.00339082 -0.00028934 	 -8.61680840 -0.01051596 -0.00092166 
 -8.59179590 -0.00690944 -0.00060552 	 -8.59179590 -0.00187996 -0.00015626	 -8.59179590 -0.00341480 -0.00029334 	 -8.59179590 -0.01059232 -0.00093440 
 -8.56678339 -0.00695959 -0.00061396 	 -8.56678339 -0.00189288 -0.00015845	 -8.56678339 -0.00343908 -0.00029744 	 -8.56678339 -0.01066970 -0.00094740 
 -8.54177089 -0.00701042 -0.00062257 	 -8.54177089 -0.00190599 -0.00016072	 -8.54177089 -0.00346370 -0.00030164 	 -8.54177089 -0.01074814 -0.00096064 
 -8.51675838 -0.00706196 -0.00063135 	 -8.51675838 -0.00191931 -0.00016299	 -8.51675838 -0.00348868 -0.00030590 	 -8.51675838 -0.01082766 -0.00097418 
 -8.49174587 -0.00711424 -0.00064032 	 -8.49174587 -0.00193282 -0.00016533	 -8.49174587 -0.00351402 -0.00031026 	 -8.49174587 -0.01090832 -0.00098800 
 -8.46673337 -0.00716723 -0.00064949 	 -8.46673337 -0.00194648 -0.00016773	 -8.46673337 -0.00353968 -0.00031472 	 -8.46673337 -0.01099008 -0.00100210 
 -8.44172086 -0.00722097 -0.00065882 	 -8.44172086 -0.00196038 -0.00017018	 -8.44172086 -0.00356574 -0.00031928 	 -8.44172086 -0.01107302 -0.00101652 
 -8.41670835 -0.00727549 -0.00066838 	 -8.41670835 -0.00197444 -0.00017267	 -8.41670835 -0.00359214 -0.00032392 	 -8.41670835 -0.01115712 -0.00103124 
 -8.39169585 -0.00733078 -0.00067814 	 -8.39169585 -0.00198873 -0.00017521	 -8.39169585 -0.00361894 -0.00032866 	 -8.39169585 -0.01124244 -0.00104626 
 -8.36668334 -0.00738688 -0.00068810 	 -8.36668334 -0.00200321 -0.00017780	 -8.36668334 -0.00364612 -0.00033350 	 -8.36668334 -0.01132900 -0.00106160 
 -8.34167084 -0.00744378 -0.00069829 	 -8.34167084 -0.00201792 -0.00018047	 -8.34167084 -0.00367370 -0.00033846 	 -8.34167084 -0.01141678 -0.00107730 
 -8.31665833 -0.00750152 -0.00070869 	 -8.31665833 -0.00203283 -0.00018318	 -8.31665833 -0.00370168 -0.00034352 	 -8.31665833 -0.01150588 -0.00109334 
 -8.29164582 -0.00756011 -0.00071931 	 -8.29164582 -0.00204795 -0.00018597	 -8.29164582 -0.00373006 -0.00034870 	 -8.29164582 -0.01159626 -0.00110970 
 -8.26663332 -0.00761958 -0.00073019 	 -8.26663332 -0.00206334 -0.00018879	 -8.26663332 -0.00375890 -0.00035398 	 -8.26663332 -0.01168800 -0.00112646 
 -8.24162081 -0.00767991 -0.00074129 	 -8.24162081 -0.00207895 -0.00019171	 -8.24162081 -0.00378816 -0.00035940 	 -8.24162081 -0.01178108 -0.00114358 
 -8.21660830 -0.00774117 -0.00075265 	 -8.21660830 -0.00209479 -0.00019467	 -8.21660830 -0.00381786 -0.00036492 	 -8.21660830 -0.01187560 -0.00116106 
 -8.19159580 -0.00780335 -0.00076426 	 -8.19159580 -0.00211084 -0.00019771	 -8.19159580 -0.00384798 -0.00037058 	 -8.19159580 -0.01197152 -0.00117898 
 -8.16658329 -0.00786648 -0.00077615 	 -8.16658329 -0.00212718 -0.00020081	 -8.16658329 -0.00387860 -0.00037636 	 -8.16658329 -0.01206892 -0.00119728 
 -8.14157079 -0.00793058 -0.00078831 	 -8.14157079 -0.00214377 -0.00020397	 -8.14157079 -0.00390968 -0.00038226 	 -8.14157079 -0.01216778 -0.00121600 
 -8.11655828 -0.00799567 -0.00080074 	 -8.11655828 -0.00216061 -0.00020726	 -8.11655828 -0.00394124 -0.00038834 	 -8.11655828 -0.01226818 -0.00123514 
 -8.09154577 -0.00806178 -0.00081346 	 -8.09154577 -0.00217771 -0.00021057	 -8.09154577 -0.00397330 -0.00039452 	 -8.09154577 -0.01237016 -0.00125476 
 -8.06653327 -0.00812891 -0.00082649 	 -8.06653327 -0.00219507 -0.00021398	 -8.06653327 -0.00400584 -0.00040086 	 -8.06653327 -0.01247372 -0.00127480 
 -8.04152076 -0.00819711 -0.00083982 	 -8.04152076 -0.00221275 -0.00021747	 -8.04152076 -0.00403894 -0.00040736 	 -8.04152076 -0.01257892 -0.00129534 
 -8.01650825 -0.00826639 -0.00085346 	 -8.01650825 -0.00223068 -0.00022101	 -8.01650825 -0.00407254 -0.00041398 	 -8.01650825 -0.01268578 -0.00131638 
